Num_Acc;jour;mois;an;hrmn;lum;dep;com;agg;int;atm;col;adr;lat;long
202400034888;7;11;2024;07:30;2;92;92040;2;1;1;2;BOURGAIN (AVENE);48,82132000;2,26462000
202400017325;20;11;2024;10:10;1;64;64445;2;1;3;2;ALFRED NOBEL;43,31702880; -0,31160831
202400017379;13;3;2024;13:30;1;25;25318;1;1;2;2;N57;46,75396000;6,38055500
202400002852;26;4;2024;17:43;1;49;49248;1;2;1;3;Le Tremblay;47,66061800; -1,09150900
202400018087;17;4;2024;10:30;1;68;68063;2;1;1;7;8 Rue de la 4e Dmm;47,80027800;7,17347700
202400044310;7;12;2024;11:41;1;92;92063;2;1;8;2;JONCHERE (CHEMIN DE LA);48,86800346;2,15627231
202400033677;24;7;2024;15:50;1;36;36037;1;1;1;6;;46,93334100;1,79077100
202400036690;12;12;2024;09:45;1;54;54357;2;3;1;6;Rue Lafayette;48,71234210;6,16867840
202400005206;21;10;2024;07:45;2;35;35189;1;1;3;4;RD 137;48,15099000; -1,70004000
202400026034;3;9;2024;16:15;1;75;75110;2;1;1;7;AVENUE PARMENTIER;48,87048100;2,37069200
202400007210;15;10;2024;11:00;1;988;98814;1;1;1;6;Tribu de Hmelek; -21,07626000;167,31162000
202400026245;27;7;2024;09:35;1;83;83086;1;1;1;3;D125;43,45826200;6,55763900
202400010605;5;8;2024;16:50;1;35;35272;1;3;1;3;D178;48,00573000; -1,20117900
202400040099;16;6;2024;19:00;1;66;66037;2;3;1;3;Rue des Palmiers;42,69764800;3,03347100
202400015068;14;10;2024;09:50;1;75;75104;2;3;1;7;RUE DE RIVOLI;48,85591100;2,35796200
202400049453;12;6;2024;17:09;1;76;76476;1;1;1;6;Rue du Marais;49,48769200;0,56594100
202400021021;18;11;2024;02:00;3;971;97109;1;6;2;6;RN1;15,99038500; -61,71621300
202400003336;5;6;2024;18:03;1;40;40065;2;3;1;6;12 Av Mal de Lattre de Tassigny;43,64457700; -1,43491700
202400051169;26;10;2024;21:45;5;92;92036;1;1;1;7;SEINE (ROUTE DE LA) (1);48,94611545;2,28090763
202400043667;16;7;2024;16:20;1;45;45302;2;1;1;4;D557 PR 0 + 960;47,95261000;1,85659000
202400031383;17;5;2024;22:45;3;11;11069;2;1;3;3;ROCADE OUEST RD 6161;43,22134610;2,32429504
202400053224;28;11;2024;08:25;1;60;60471;2;3;1;6;Avenue Jean Jaurès;49,57600300;2,99156200
202400007882;26;11;2024;11:45;1;76;76319;1;1;1;3;Boulevard Maritime;49,35979000;0,99320000
202400038985;13;1;2024;15:35;1;48;48095;2;1;7;6;CAPUCINS (BOULEVARD DES);44,52031000;3,49799000
202400017713;23;12;2024;20:00;5;72;72181;2;2;1;3;DURAND GEORGES (AV) N° IMP 199 AU N° 311;47,97133000;0,21709000
202400003419;23;10;2024;11:40;1;21;21529;1;1;1;2;A6;47,40946600;4,34207800
202400024800;26;6;2024;02:25;5;31;31555;2;1;1;6;RUE MARIE LOUISE DISSART;43,60280000;1,36714000
202400036055;20;7;2024;16:15;1;64;64102;2;1;1;7;JEAN DARRIGRAND (AVENUE);43,48191000; -1,48626000
202400012396;30;12;2024;07:24;3;24;24197;1;1;5;1;Route départementale 709;44,90722100;0,44891600
202400051199;21;9;2024;00:20;3;972;97209;1;1;1;6;REDOUTE (ROUTE DE LA°;14,62352300; -61,06097300
202400025666;12;4;2024;16:30;1;94;94028;2;3;1;3;Rue Juliette Savar / Rue Henri Matisse;48,78300000;2,46406000
202400051558;10;6;2024;08:13;2;77;77183;2;1;1;6;D603;48,95076900;3,12645300
202400031587;19;1;2024;08:00;2;91;91097;2;1;1;3;CHARLES DE GAULLE (AVENUE);48,68947000;2,52549000
202400048521;2;12;2024;23:45;5;75;75101;2;1;2;7;QUAI DES TUILERIES;48,86285400;2,32428900
202400045792;14;7;2024;01:00;5;75;75118;2;3;1;1;RUE GANNERON;48,88881600;2,32785800
202400035699;21;7;2024;22:00;5;75;75114;2;1;1;3;BOULEVARD JOURDAN;48,82053200;2,33739600
202400021411;16;11;2024;18:50;5;63;63113;2;3;1;3;Av République (rue d'Effiat;45,78620000;3,10340000
202400023444;20;12;2024;22:30;3;972;97221;1;1;2;6;route nationale 5;14,52151500; -60,98336900
202400001633;23;3;2024;18:24;2;43;43018;1;2;7;3;D589;44,98785279;3,73873712
202400048916;11;6;2024;11:20;1;54;54329;2;1;1;3;Avenue de la Libération;48,58677000;6,50990000
202400008544;9;8;2024;07:45;1;2B;2B309;2;3;1;3;Route de Figarella;42,74330100;9,45788200
202400053711;7;6;2024;18:30;1;75;75115;2;1;1;6;AVENUE ALBERT BARTHOLOME;48,82786000;2,29888200
202400054307;30;11;2024;07:30;5;75;75120;2;4;1;3;AVENUE DU DOCTEUR GLEY;48,87718100;2,41018400
202400030154;31;8;2024;17:00;1;93;93078;1;1;1;4;AUTOROUTE A104;48,97113985;2,49844915
202400040906;4;4;2024;17:02;1;65;65440;2;1;1;6;Avenue de la Marne;43,23214401;0,08704719
202400031432;21;1;2024;15:40;1;30;30286;1;9;1;3;D981;43,98603300;4,45543300
202400050887;4;5;2024;13:54;1;01;01033;1;1;1;6;D1084;46,15991800;5,78120100
202400043094;10;1;2024;19:20;3;16;16330;1;1;2;5;RN 141;45,68833000; -0,39451000
202400026113;3;9;2024;17:20;1;12;12300;2;6;1;3;Avenue du Quercy;44,35892006;2,02120095
202400052814;2;1;2024;09:55;1;75;75108;2;4;2;6;AVENUE DE FRIEDLAND;48,87439300;2,30106400
202400036630;19;6;2024;00:45;3;57;57582;1;9;8;7;Autoroute A31;49,28379000;6,17279000
202400005719;6;7;2024;17:15;1;58;58039;2;1;1;3;Route Buissonniére;47,42073400;3,60570400
202400010677;4;8;2024;15:15;1;64;64488;1;1;1;1;d943;43,38228300; -0,21972700
202400023035;15;11;2024;20:00;3;77;77350;1;1;1;6;D471;48,77166000;2,70797000
202400022731;1;10;2024;04:30;3;73;73006;1;1;2;7;Route de montagne;45,55130800;6,57847200
202400029972;19;5;2024;18:40;1;18;18221;1;1;1;7;Route de Rousson;46,82197800;2,37691500
202400014618;1;2;2024;18:30;5;92;92026;2;2;1;6;REFLETS (PLACE);48,89055793;2,24838978
202400011025;1;6;2024;15:00;1;75;75112;2;2;2;6;AVENUE DU DOCTEUR ARNOLD NETTER;48,84715100;2,40626300
202400047723;20;8;2024;17:00;1;94;94033;1;1;2;2;A86;48,85106447;2,49004498
202400009479;24;6;2024;22:30;2;44;44129;2;1;1;6;48 Route de la Brière-le Calvaire;47,44297000; -2,12833800
202400053885;14;2;2024;16:45;1;12;12221;1;1;1;7;D904;44,55474100;2,55209000
202400051498;3;5;2024;20:10;1;69;69275;2;2;1;3;Avenue Jean Macé;45,76402000;4,95635000
202400005866;14;9;2024;11:15;1;974;97416;1;1;1;4;RN1 (ROUTE NATIONALE); -21,32783000;55,45127000
202400012323;11;9;2024;13:00;1;75;75115;2;3;1;7;RUE OLIVIER DE SERRES;48,83493900;2,29610600
202400031298;9;4;2024;16:25;1;31;31555;2;3;2;3;RUE DE SEBASTOPOL;43,60914000;1,43063000
202400053595;1;5;2024;15:55;1;10;10387;2;9;1;3;MARNE (RUE);48,27836000;4,07198000
202400027206;6;3;2024;15:20;1;37;37222;1;1;1;2;Route de Chatillon;47,08038840;1,04368454
202400042374;7;12;2024;18:15;5;69;69013;1;3;2;3;Avenue de Joux;46,00397000;4,73220000
202400025326;18;12;2024;19:00;5;06;06083;2;9;1;3;10 Rue Guyau;43,77683000;7,50443000
202400037621;14;5;2024;00:01;5;59;59350;2;1;1;6;Rue Henri Ghesquière;50,61136600;3,06496500
202400003586;10;7;2024;05:30;3;44;44119;1;1;1;6;1 le Grenit;46,98476800; -1,78368500
202400009713;13;9;2024;11:10;1;50;50147;2;1;1;6;SAINT NICOLAS;49,04995000; -1,44406000
202400049939;9;6;2024;20:40;5;971;97101;1;9;1;2;LAURICISQUE;16,25314000; -61,54726000
202400043722;22;2;2024;16:35;1;75;75120;2;3;3;6;RUE LOUIS LUMIERE;48,86349100;2,41071400
202400028655;20;6;2024;17:05;1;22;22113;2;2;1;7;LE MAUX (RUE PHILIPPE);48,73905000; -3,45756000
202400004615;27;8;2024;11:10;1;27;27681;2;2;1;3;MONTGOMERY (AVENUE DU MARECHAL);49,08900000;1,47550000
202400021500;21;12;2024;06:00;3;13;13063;1;6;1;7;RN 1569 LA TRANSHUMANCE;43,58821000;4,98917000
202400008146;25;4;2024;10:45;1;75;75114;2;3;1;7;AVENUE DU MAINE;48,83159000;2,32552000
202400016858;27;5;2024;17:30;1;29;29232;1;1;1;2;CNO;48,03087886; -4,09411698
202400041724;24;2;2024;16:30;1;2B;2B150;1;1;3;6;T30;42,60438400;8,84286800
202400016884;28;5;2024;11:50;1;75;75116;2;2;2;3;AVENUE RAYMOND POINCARE;48,87219200;2,28471000
202400017250;30;6;2024;15:50;1;91;91421;2;1;1;2;JEAN JAURES (AVENUE);48,71763000;2,44530000
202400000432;18;9;2024;12:10;1;92;92063;1;1;1;7;A86;48,88731444;2,16647223
202400052640;25;10;2024;11:10;1;94;94058;2;1;1;3;Avenue Montaigne;48,83826000;2,50644000
202400006528;11;11;2024;01:30;3;84;84062;1;1;1;7;D901;43,87308600;5,11174300
202400002970;29;12;2024;17:25;1;971;97107;2;1;1;7;USINE (RUE DE L');16,05189504; -61,56557769
202400048345;12;5;2024;18:45;1;74;74012;2;1;1;6;ARVE (RUE DE L');46,18619000;6,22252000
202400048583;6;1;2024;23:50;3;47;47195;1;1;1;6;1512 Route d'Espiens;44,14009800;0,36105600
202400023121;7;3;2024;19:05;3;973;97302;2;6;1;2;MADELEINE (ROUTE DE LA);4,92494721; -52,32397288
202400041806;13;6;2024;08:20;1;07;07042;1;3;1;3;D4;44,38460200;4,62426200
202400028973;11;11;2024;16:20;1;94;94046;2;3;1;3;Avenue du Général de Gaulle;48,81241500;2,42208900
202400052137;27;3;2024;21:45;3;39;39547;1;1;1;7;;46,34953400;5,75195400
202400002894;10;2;2024;12:00;1;92;92050;2;7;2;6;FOCH MARECHAL PLACE DU;48,88827000;2,19345000
202400039562;28;2;2024;14:45;1;75;75116;2;3;1;6;ROUTE D AUTEUIL AUX LACS;48,85226200;2,25419700
202400020079;22;12;2024;05:50;3;93;93078;1;1;2;6;AUTOROUTE A104;48,96300436;2,52239723
202400041667;25;2;2024;06:25;2;75;75118;2;1;1;6;BD PERIPHERIQUE INTERIEUR;48,90081500;2,33991700
202400007773;14;9;2024;19:45;2;69;69266;2;3;1;6;Route de Genas;45,75421000;4,88941000
202400010280;12;9;2024;16:25;1;76;76414;2;1;1;6;LOUIS BLERIOT (RUE );49,92374000;1,11959000
202400010594;7;8;2024;19:45;1;22;22372;2;1;1;7;Rue des Bergeons;48,51922000; -2,84866700
202400011747;2;8;2024;09:45;1;84;84089;2;6;1;3;Rue Joseph Cugnot;43,68176100;5,50169700
202400019294;30;6;2024;14:48;1;30;30286;1;1;1;1;D981;43,98497200;4,45928000
202400053407;7;6;2024;16:05;1;42;42187;2;2;1;1;Boulevard Bernard Palissy;46,04198000;4,08179000
202400027596;23;1;2024;10:35;1;92;92044;2;1;8;2;MAURICE RAVEL (RUE);48,89007218;2,29405001
202400043215;1;4;2024;22:26;5;972;97213;2;9;1;6;ERNEST ANDRE (RUE);14,61657000; -61,00350000
202400002361;29;11;2024;18:15;5;75;75101;2;3;1;3;BOULEVARD DE LA MADELEINE;48,86957400;2,32588700
202400035323;16;1;2024;12:45;1;69;69383;2;1;8;4;Pont Lafayette;45,76353000;4,84058000
202400044803;10;5;2024;16:35;1;42;42289;1;1;1;3;Chemin de Charbonnière;45,96868400;4,20217400
202400016766;15;3;2024;08:03;1;74;74105;2;5;1;3;Avenue de geneve;46,30575000;6,30126800
202400021045;17;11;2024;23:12;3;65;65026;1;1;2;6;Route de Toulouse;43,28610300;0,54641200
202400033137;2;3;2024;02:50;3;95;95252;1;9;1;6;A15;48,98651405;2,21082482
202400016530;1;2;2024;10:00;1;73;73215;1;1;1;2;"D207 - ""au jay""";45,45447500;6,12464200
202400034305;28;8;2024;08:30;1;69;69389;2;1;1;3;Gare de Vaise;45,78097439;4,80536564
202400013539;23;11;2024;01:00;3;92;92078;1;1;1;6;AUTOROUTE A86;48,92768258;2,33292863
202400042560;9;12;2024;11:10;1;14;14622;1;1;2;6;Route de Tournières;49,23026600; -0,95883100
202400039012;5;4;2024;16:20;1;84;84007;2;1;1;3;SAINT MICHEL (Boulevard);43,94310000;4,81152000
202400033392;9;4;2024;07:00;1;91;91434;1;1;1;2;AUTOROUTE A6;48,66955000;2,35010000
202400004705;31;5;2024;08:35;1;972;97213;1;1;1;2;AUTOROUTE A1;14,61841000; -61,02457000
202400046510;29;10;2024;07:58;2;93;93005;1;1;1;3;AUTOROUTE A3;48,96017102;2,47352704
202400026349;14;5;2024;17:15;1;06;06089;1;1;1;1;route de Roquefort;43,65222800;7,02808800
202400020664;25;5;2024;02:05;5;76;76165;2;5;1;3;Rue Emile Zola;49,28256000;1,01752000
202400035204;15;5;2024;15:50;1;33;33550;1;1;2;2;;44,77967700; -0,54894800
202400015607;21;11;2024;16:30;1;53;53162;1;1;4;1;Les Maillardieres;48,25843649; -0,62367766
202400024212;27;7;2024;18:40;1;68;68376;2;1;2;6;MINES (RUE DES);47,79915000;7,31602000
202400021891;7;9;2024;11:00;1;43;43051;2;1;1;2;Route de Saint-Agrève;45,05546287;4,31428189
202400022682;10;10;2024;18:15;1;93;93006;2;2;2;5;GAMBETTA AV.;48,87086000;2,41748000
202400005223;21;10;2024;14:45;1;13;13211;2;3;1;3;RTE D' ALLAUCH;43,30100000;5,50100000
202400028436;7;10;2024;16:00;1;80;80006;1;2;1;3;D12;50,17899800;1,93695500
202400000682;29;4;2024;15:30;1;95;95218;2;1;1;6;FERNAND CHATELAIN (AVENUE);49,02279700;2,11049900
202400032326;4;10;2024;07:15;1;974;97411;1;1;1;2;LITTORAL (ROUTE 1 DU); -20,87468000;55,41764000
202400010649;4;2;2024;20:00;3;06;06143;1;1;1;6;Route departementale 6202;43,94290200;7,04628300
202400034963;13;12;2024;22:40;3;36;36140;1;1;1;1;poudault N151;46,88257600;1,83548900
202400008453;6;2;2024;18:20;5;59;59599;2;1;1;6;Rue des Poutrains;50,72503600;3,15247700
202400023306;15;11;2024;15:45;1;68;68375;2;6;1;3;D2;47,81531200;7,24186500
202400011450;4;7;2024;18:20;1;72;72155;2;1;1;6;place saint martin;47,87815800;0,22709500
202400028119;26;7;2024;05:12;2;57;57330;1;1;1;1;D656;49,01796600;6,97921300
202400034162;21;7;2024;05:11;2;84;84007;2;1;1;1;SAINT DOMINIQUE (Boulevard);43,94383600;4,79825200
202400040091;25;8;2024;10:40;1;976;97616;1;9;1;1;Route Nationale 2; -12,84251500;45,11678300
202400043718;21;2;2024;21:48;3;75;75106;2;3;2;6;RUE DE RENNES;48,85317600;2,33258600
202400048507;25;10;2024;14:30;1;34;34032;1;1;3;1;MAUREILHAN (ROUTE DE);43,34617000;3,16556000
202400035559;8;1;2024;13:15;1;30;30189;2;1;1;7;Rue Général Delestraint;43,83915000;4,35963000
202400005229;5;6;2024;17:10;1;44;44163;2;1;1;1;11 Rue du Prieuré;47,40731000; -1,09795200
202400028241;27;7;2024;18:00;1;01;01249;2;1;1;7;Rue du Pont de l’Ile;45,81943500;4,94768900
202400044194;27;9;2024;23:05;5;59;59076;2;1;1;1;5 Route de Mons;50,34027700;3,97166000
202400041202;4;4;2024;14:50;1;92;92040;2;2;1;6;SEVERINE;48,82829537;2,28149951
202400016331;26;12;2024;06:05;3;49;49323;1;1;2;3;Route Départementale N°323 de Nantes à Paris (Saint-Sylvain-d'Anjou);47,52004100; -0,44903400
202400007842;24;4;2024;15:30;1;49;49301;2;1;2;2;Rue de la Vendée (St Macaire-en-Mauges);47,12228100; -0,99310400
202400021982;22;1;2024;21:00;5;83;83137;1;1;1;3;A57;43,12247000;5,95713000
202400045877;19;2;2024;02:18;5;92;92036;1;3;1;3;SORTIE A 86;48,93584091;2,27972245
202400027304;4;3;2024;12:10;1;84;84007;2;2;1;3;7ème GENIE (Avenue);43,94287000;4,80853000
202400017180;2;7;2024;11:00;1;38;38377;2;1;1;1;Avenue de Savoie;45,56817750;5,45570567
202400002759;22;10;2024;10:45;1;2B;2B029;1;1;2;5;RD 81;42,67599900;9,37185300
202400044157;15;6;2024;01:25;3;30;30125;1;1;8;3;Route de Bouillargues;43,79075700;4,43014000
202400039511;5;4;2024;22:30;4;35;35001;1;2;1;3;Zone industrielle Joval;48,13862800; -1,51621000
202400054115;19;9;2024;21:30;5;84;84035;2;2;1;3;SARNETTE (AVENUE ABEL);43,83720000;5,04226000
202400015205;2;7;2024;23:50;5;92;92044;2;1;1;6;P.V.COUTURIER(RUE)65A79 ET50A58;48,89686000;2,28843000
202400013925;20;4;2024;16:20;1;83;83103;2;1;1;1;BARBOULENE (CHEMIN DE);43,17948443;5,92270052
202400010804;30;12;2024;18:30;5;92;92025;2;1;1;6;GABRIEL PERI (RUE);48,91823553;2,23894640
202400028527;6;10;2024;09:45;1;75;75118;2;2;2;6;BOULEVARD NEY;48,89788200;2,33736200
202400005159;5;6;2024;10:50;1;75;75117;2;2;1;3;RUE BROCHANT;48,88840800;2,31722860
202400033467;1;3;2024;17:25;1;75;75118;2;3;1;6;BOULEVARD BARBES;48,88448700;2,34948800
202400019653;29;1;2024;19:10;2;91;91666;1;1;1;1;SAULX (RUE DE);48,68504600;2,23955300
202400029170;5;3;2024;00:13;3;13;13117;1;1;1;6;A7-Sens Lyon vers Marseille;43,43200000;5,25810000
202400046056;13;6;2024;09:18;1;77;77388;1;1;1;2;D402;48,96304700;3,15208900
202400052131;2;12;2024;17:30;3;26;26038;1;1;2;6;Route de Pont;45,02410700;4,90990200
202400028990;10;11;2024;17:20;5;57;57066;1;1;1;3;D43;48,81286200;7,00948100
202400030854;18;12;2024;01:00;3;89;89206;1;6;1;6;rd 606;47,97067500;3,40936700
202400042356;2;11;2024;03:40;5;72;72003;2;1;2;6;RATERIE (CHE DE LA);47,97664577;0,15660882
202400030114;2;9;2024;15:14;1;35;35240;1;3;1;2;N24;48,10160600; -1,75375700
202400021340;9;3;2024;09:45;1;59;59386;1;3;1;7;Chemin du Gibet;50,67140000;3,03577000
202400004570;6;8;2024;22:20;3;43;43089;2;1;1;7;Route de Langeac;45,05087871;3,84599521
202400053605;20;9;2024;13:15;1;987;98734;1;1;3;1;RT1 - PK 35; -17,75444500; -149,52965500
202400026749;13;11;2024;18:55;5;30;30351;2;6;1;6;GENERAL LECLERC (AVENUE DU);43,95837000;4,77628000
202400030736;22;6;2024;07:26;1;49;49267;2;6;1;7;BOIS RINIER;47,47606000; -0,49634000
202400036604;1;10;2024;13:35;1;13;13210;2;1;1;3;CAPELETTE (AVENUE DE LA);43,28064540;5,40768270
202400008369;25;4;2024;16:00;1;33;33380;1;2;1;1;;45,29089000; -0,56879700
202400038612;10;12;2024;08:25;1;75;75114;2;2;1;6;RUE RAYMOND LOSSERAND;48,82886900;2,30735300
202400040974;5;4;2024;00:40;3;33;33063;2;1;1;6;;44,82304000; -0,59327000
202400021612;21;12;2024;11:45;1;26;26124;1;1;1;2;A7 - PK 082.500;44,82613996;4,86023539
202400028561;6;10;2024;22:45;3;28;28024;1;1;2;2;N124;48,41590000;1,48085800
202400023717;12;4;2024;19:20;2;06;06029;2;1;1;2;Boulevard du Midi Louise Moreau;43,54930700;6,99699900
202400033331;17;5;2024;17:45;1;51;51380;1;1;1;7;route départiementale 933;48,87374100;3,58161800
202400040493;23;9;2024;09:00;1;44;44109;2;6;1;3;131 Route de Rennes;47,25575146; -1,57765110
202400043412;12;5;2024;15:06;1;74;74010;2;9;1;3;CRET DU MAURE (AVENUE DU);45,89532000;6,12257000
202400046329;30;10;2024;08:50;1;40;40304;2;1;8;3;1640 Avenue du Touring Club;43,66887000; -1,42693300
202400024565;8;10;2024;17:30;1;29;29019;2;1;2;6;rue Aime Cotton;48,40756600; -4,46774300
202400015040;15;10;2024;00:15;5;35;35238;2;1;1;6;METZ (BD DE);48,11689000; -1,65890000
202400020205;28;1;2024;21:15;3;93;93005;1;1;1;6;A3;48,95088858;2,47455129
202400034988;13;12;2024;19:18;3;92;92048;1;1;1;2;N118;48,78686334;2,22255768
202400021513;21;12;2024;02:30;5;75;75116;2;1;2;3;ALLEE DE LONGCHAMP;48,87013300;2,25802700
202400018068;29;6;2024;09:50;1;93;93027;2;2;1;1;Boulevard Pasteur / Rue de l'Union;48,92804942;2,38527775
202400052217;15;8;2024;10:31;1;2A;2A004;2;2;1;3;MASSERIA BD;41,92606000;8,73711000
202400016410;31;8;2024;01:30;5;29;29189;2;1;1;6;rue du Père Gwenaël;48,38161600; -4,36234900
202400043899;22;8;2024;16:30;1;33;33249;2;6;1;6;;44,87257000; -0,52027000
202400044036;27;9;2024;23:25;3;11;11068;1;1;6;6;;43,19579100;2,54372100
202400025928;26;7;2024;19:27;5;971;97120;2;1;1;6;HANNE (BOULEVARD);16,23941000; -61,53098000
202400016955;13;10;2024;12:10;1;09;09224;1;1;1;1;D919;43,08359000;1,43313600
202400032274;24;7;2024;12:00;1;01;01128;1;3;1;2;Route de Curciat;46,46602000;5,10095000
202400012386;30;12;2024;10:00;1;73;73159;1;1;5;1;D923;45,46373763;6,04598880
202400028167;20;5;2024;23:13;5;59;59421;2;2;1;3;FOCH (AVENUE DU MARECHAL);50,70350000;3,13665000
202400036551;30;9;2024;11:30;1;49;49007;2;1;1;2;LAFAYETTE PLACE;47,46232000; -0,55382000
202400037838;19;7;2024;06:55;1;974;97411;2;6;1;6;LATTRE DE TASSIGNY (AVENUE MARECHAL DE); -20,88765000;55,47245000
202400029326;18;12;2024;17:34;3;42;42313;1;1;1;1;Route du Pont Rompu;45,72929318;4,00867599
202400028706;24;6;2024;17:20;1;37;37271;2;1;1;7;81 Rue de la Galandiére;47,23206056;0,49765375
202400009938;13;9;2024;10:36;1;40;40304;2;1;7;3;Boulevard Notre - Dame;43,65670700; -1,44203100
202400012754;4;8;2024;20:10;1;83;83090;2;1;1;2;RESISTANCE (AVE DE LA);43,13084601;5,84424931
202400039492;23;2;2024;08:55;1;11;11069;2;9;1;6;;43,21029000;2,38925000
202400023729;1;9;2024;12:30;1;83;83023;2;9;1;6;16 ROUTE DU PRE DE PAQUES;43,40830600;6,05789800
202400033943;19;7;2024;16:15;1;51;51454;2;1;1;1;TAITTINGER (RUE PIERRE);49,23675000;4,00465000
202400045304;8;1;2024;20:45;5;75;75112;2;3;4;2;AVENUE DU TREMBLAY;48,82985100;2,46107400
202400026351;23;5;2024;06:15;2;14;14504;1;1;1;6;Route de Blangy;49,21526007;0,32565339
202400052869;30;1;2024;15:40;5;69;69382;1;1;9;7;60 Rue Denuzière;45,74497000;4,81985000
202400037186;5;4;2024;17:15;1;76;76231;2;1;2;1;Rue du Thuit Anger;49,28385000;0,99263000
202400003376;22;10;2024;12:15;1;75;75107;2;2;1;3;BOULEVARD SAINT GERMAIN;48,85444748;2,33044615
202400049456;29;8;2024;17:57;1;79;79055;1;2;8;3;;46,11248500; -0,31268000
202400008258;5;8;2024;18:00;1;76;76351;2;3;1;3;BOIS AU COQ (AVENUE);49,51805000;0,11771000
202400033057;6;12;2024;15:00;1;2A;2A163;1;1;2;1;RT40;41,49070600;8,97544400
202400022221;5;9;2024;20:08;1;56;56260;2;2;1;6;Rue Henri Dunant;47,65169000; -2,76775000
202400017639;17;2;2024;20:30;5;67;67482;2;3;1;3;PLAINE DES BOUCHERS (RUE DE LA);48,56273800;7,73849500
202400033547;12;1;2024;18:00;5;37;37109;2;1;1;6;Rue Alfred de Musset;47,41194300;0,60987000
202400044678;5;12;2024;19:20;5;44;44109;2;6;3;2;1 Boulevard Léon Jouhaux;47,20877000; -1,58732000
202400030399;22;7;2024;22:34;3;74;74297;2;1;1;1;Route de Geneve;45,92111400;5,93496100
202400014702;27;5;2024;07:55;1;52;52448;2;1;1;3;SARRAIL (AVENUE DU GENERAL);48,64422000;4,95271000
202400015704;20;4;2024;10:20;1;91;91617;1;1;1;2;RN 104;48,63123000;2,50900000
202400045717;15;7;2024;11:10;1;13;13001;1;1;1;2;RD9;43,45381673;5,31059503
202400051670;16;8;2024;12:43;1;72;72268;1;1;1;6;Route d'Ecommoy;47,82182900;0,24297600
202400045871;15;7;2024;11:33;1;92;92063;2;6;1;3;LECLERC DE HAUTECLOQUE (AVENUE DU MARECH;48,85812230;2,19383061
202400043696;16;7;2024;15:15;1;34;34172;2;1;1;3;CASTELLE (RUE DE LA);43,57665000;3,86795000
202400044429;26;9;2024;07:15;5;51;51454;2;2;1;6;CAPUCINS (RUE DES);49,25189000;4,02921000
202400017419;20;11;2024;13:25;5;75;75116;2;1;1;2;BD PERIPHERIQUE INTERIEUR;48,84585300;2,25507200
202400015822;26;12;2024;09:15;2;62;62193;2;1;2;2;Boulevard des Justes;50,93553000;1,89076000
202400031763;17;5;2024;20:40;1;88;88160;1;1;1;1;FONDATION-PRUD'HOMME (RUE DE LA);48,14914711;6,47398353
202400007338;19;10;2024;21:20;5;93;93001;2;3;2;1;SAINT DENIS (RUE DE);48,92266917;2,37143627
202400007983;15;9;2024;10:10;1;81;81136;1;1;1;7;D964;44,01835730;1,67752800
202400001006;6;6;2024;13:33;1;87;87085;1;4;1;3;COUSSADES (chemin des);45,87780000;1,15929000
202400040849;12;1;2024;08:20;1;33;33167;2;1;8;6;;44,82520000; -0,53368000
202400028658;24;6;2024;07:30;1;13;13005;2;1;1;3;MAISON RETRAITE BOURBONNE;43,28341228;5,59570487
202400046992;8;5;2024;17:55;1;24;24356;1;1;1;6;Route d'Aquitaine;45,06199900;0,94507600
202400052061;11;7;2024;18:56;1;91;91021;2;1;1;6;RUE DU DOCTEUR CHARCOT;48,58439000;2,24880000
202400042556;8;12;2024;21:25;3;58;58172;1;1;2;7;D979;46,73896000;3,65889800
202400014555;28;12;2024;14:25;1;55;55255;2;2;1;5;D905;49,43359900;5,37958600
202400047177;16;7;2024;17:10;1;69;69219;1;1;1;7;Route de Mornant;45,63167100;4,67744500
202400052196;25;10;2024;18:50;2;57;57630;2;2;1;3;STRASBOURG;48,74086000;7,07405000
202400015725;18;2;2024;16:20;1;06;06069;2;1;1;6;Cours Honoré Cresp;43,65667000;6,92014000
202400010947;16;10;2024;11:00;1;54;54395;2;6;1;6;Rue Saint Nicolas;48,68715000;6,18854000
202400022727;10;10;2024;22:50;3;34;34162;1;1;1;6;D32;43,48906600;3,47055900
202400019439;29;6;2024;05:50;2;69;69276;1;1;1;2;Route Départementale 301;45,68684000;4,86654000
202400004851;25;12;2024;01:00;5;44;44109;2;1;1;6;Boulevard Salvador Allende;47,20707127; -1,57359362
202400047904;12;6;2024;07:15;2;49;49023;2;6;1;3;D762;47,14632600; -1,06427900
202400033257;16;5;2024;08:40;1;92;92036;2;3;1;3;GRESILLONS (AVENUE DES) (141/215);48,91838401;2,30995417
202400020583;30;7;2024;12:54;1;75;75115;2;1;1;4;BD PERIPHERIQUE INTERIEUR;48,83340800;2,27834300
202400020683;24;5;2024;07:50;1;56;56260;2;1;1;3;Avenue du Général Borgnis-Desbordes;47,65532000; -2,79055000
202400005334;21;10;2024;19:52;3;09;09099;1;1;1;1;RD117;42,98559400;1,56271900
202400008114;26;11;2024;07:20;5;94;94017;2;3;2;6;Rue Marcel Paul;48,81263000;2,52734000
202400007515;6;7;2024;10:50;1;976;97617;2;1;1;1;D1; -12,78964200;45,13088600
202400021480;15;12;2024;15:40;1;57;57227;2;1;2;5;CD31E;49,18974000;6,88251000
202400003738;19;3;2024;20:20;5;29;29019;2;8;1;3;avenue 1ère D.F.L.;48,37579481; -4,55489169
